SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026,GS,09-May-2025,106.9,106.8,106.9,106.8,106.8,106.8,106.81,1036,1.11,3,936,90.35
20MICRONS,EQ,09-May-2025,209.1,205.0,221.99,202.0,214.5,214.94,214.48,189941,407.39,5536,84514,44.49
21STCENMGM,EQ,09-May-2025,66.78,66.78,68.0,65.44,65.44,65.44,65.87,2621,1.73,60,2617,99.85
360ONE,EQ,09-May-2025,913.05,882.6,922.0,882.6,916.0,915.8,912.21,853218,7783.16,31473,229381,26.88
3IINFOLTD,EQ,09-May-2025,22.21,21.88,24.6,21.67,23.05,22.55,22.22,725474,161.21,3397,175330,24.17
3MINDIA,EQ,09-May-2025,29340.0,29015.0,29250.0,28180.0,29200.0,29050.0,28843.47,3153,909.43,1954,1112,35.27
3PLAND,EQ,09-May-2025,42.3,39.25,41.25,39.25,40.84,40.15,40.27,6715,2.7,201,4580,68.21
515GS2025,GS,09-May-2025,103.0,100.43,100.43,98.95,100.43,99.44,99.47,80,0.08,5,28,35.00
563GS2026,GS,09-May-2025,100.1,97.6,100.1,97.6,100.09,100.09,98.43,6,0.01,3,5,83.33
5PAISA,EQ,09-May-2025,359.65,350.0,358.0,345.25,356.0,354.75,351.58,26225,92.2,3173,9124,34.79
619GS2034,GS,09-May-2025,97.25,100.99,100.99,100.99,100.99,100.99,100.99,1,0.0,1,1,100.00
63MOONS,EQ,09-May-2025,637.3,625.0,645.05,622.5,637.55,641.9,633.62,84383,534.67,4204,37231,44.12
664GS2027,GS,09-May-2025,102.41,102.41,102.41,102.41,102.41,102.41,102.41,200,0.2,2,200,100.00
675GS2029,GS,09-May-2025,106.0,102.1,102.1,102.1,102.1,102.1,102.1,1,0.0,1,1,100.00
679GS2031,GS,09-May-2025,102.98,102.98,102.98,102.98,102.98,102.98,102.98,100,0.1,1,100,100.00
679GS2034,GS,09-May-2025,103.05,103.05,103.05,103.05,103.05,103.05,103.05,200,0.21,1,200,100.00
690GS2065,GS,09-May-2025,101.85,101.3,101.3,100.6,101.0,101.07,101.11,5357,5.42,7,5357,100.00
695GS2061,GS,09-May-2025,105.0,103.15,103.15,103.0,103.0,103.07,103.08,2,0.0,2,1,50.00
698GR2054,GS,09-May-2025,97.72,99.0,99.0,99.0,99.0,99.0,99.0,100,0.1,1,100,100.00
699GS2026,GS,09-May-2025,100.63,100.99,101.2,100.99,101.2,101.2,101.19,64951,65.73,18,64951,100.00
699GS2051,GS,09-May-2025,104.87,106.39,106.39,103.45,103.45,103.45,104.49,4035,4.22,7,4034,99.98
702GS2027,GS,09-May-2025,104.36,104.5,104.98,99.66,104.98,104.98,103.51,21427,22.18,11,21426,100.00
706GS2028,GS,09-May-2025,103.21,103.2,103.2,103.08,103.18,103.17,103.13,31000,31.97,7,31000,100.00
709GS2054,GS,09-May-2025,106.5,105.0,105.5,105.0,105.5,105.5,105.12,801,0.84,4,801,100.00
709GS2074,GS,09-May-2025,107.76,106.5,106.5,106.5,106.5,106.5,106.5,100,0.11,2,100,100.00
710GS2029,GS,09-May-2025,104.35,104.0,104.0,104.0,104.0,104.0,104.0,500,0.52,1,500,100.00
